1319,福証,1000
1401,福岡Q,100
1771,福証,1000
1999,福証,1000
2058,福証,100
2919,福証,1000
3047,福岡Q,100
3243,福岡Q,100
3440,福岡Q,100
3824,福岡Q,100
3943,福証,1000
4827,福岡Q,100
4995,福証,1000
5953,福証,1000
6076,福証,100
6653,福証,100
7417,福証,100
7441,福証,100
7493,福証,100
7533,福証,100
7894,福証,1000
8108,福証,100
8398,福証,1000
8540,福証,1000
8554,福証,1000
8559,福証,1000
8560,福証,1000
8596,福証,1000
8968,福証,1
8996,福岡Q,100
9035,福証,100
9407,福証,1000
9819,福証,1000
9866,福証,1000
9942,福証,100
